Date,Total_Sales,Total_Profit,Total_Quantity,Avg_Discount,Order_Count,Profit_Margin
2015-12-22,60808.89,-3953.33,70,0.04090909090909091,11,-6.501236907958688
2015-12-23,50501.770000000004,9259.46,40,0.06,5,18.334921726505822
2015-12-24,45213.07,5221.85,47,0.05000000000000001,6,11.549425862919728
2015-12-25,25166.43,-1040.17,35,0.04,5,-4.133164695985883
2015-12-26,11398.48,1363.41,34,0.12,5,11.961331686330109
2015-12-27,16848.89,1446.71,41,0.04375,8,8.586381654815243
2015-12-28,7858.66,1393.59,47,0.049999999999999996,6,17.733175884947304
2015-12-29,18603.29,253.60999999999999,21,0.025,4,1.3632534890333912
2015-12-30,23948.079999999998,868.3899999999999,46,0.0,5,3.626136207996632
2015-12-31,38540.39,-5322.7,45,0.09999999999999999,6,-13.810706118957281
2016-01-01,18836.06,-195.48999999999995,25,0.0625,4,-1.0378497414002712
2016-01-02,45373.020000000004,1817.75,47,0.041666666666666664,6,4.006235423606363
2016-01-03,61305.51,1262.9399999999996,49,0.0125,8,2.0600758398388654
2016-01-04,12201.16,-384.07,5,0.2,1,-3.1478154536126075
2016-01-05,37736.95,9336.68,70,0.07857142857142858,7,24.74148016731612
2016-01-06,47769.46,-6435.64,50,0.0,5,-13.47228961767623
2016-01-07,1560.4199999999998,-315.46999999999997,23,0.16666666666666666,3,-20.216992860896426
2016-01-08,61051.28,-5803.360000000001,60,0.12,5,-9.505713885114284
2016-01-09,24046.09,5106.34,19,0.0,3,21.235635398520092
2016-01-10,66207.1,4616.69,66,0.05555555555555555,9,6.973104093065547
2016-01-11,76401.14,8807.64,89,0.0375,12,11.528152590393285
2016-01-12,38849.0,2443.97,54,0.05555555555555555,9,6.290946999922778
2016-01-13,42310.28,1009.8399999999999,68,0.04285714285714286,7,2.3867485632333323
2016-01-14,71847.51,5621.289999999999,107,0.029166666666666664,12,7.823917627764692
2016-01-15,47696.25,1091.4600000000007,50,0.1,10,2.2883560028304126
2016-01-16,49232.43,1917.99,73,0.05,8,3.895785765602063
2016-01-17,49749.18,12374.41,61,0.0,7,24.873595906505393
2016-01-18,58329.83,4702.77,77,0.027777777777777776,9,8.062375631816517
2016-01-19,15021.0,2023.8500000000001,43,0.07,10,13.473470474668797
2016-01-20,15309.14,1381.47,27,0.1,5,9.023824982984022
2016-01-21,32655.7,-3201.46,37,0.05833333333333333,6,-9.803678990191605
2016-01-22,22960.64,-791.64,52,0.0125,8,-3.4478133013713905
2016-01-23,48082.39,2021.94,63,0.12,10,4.205157023184579
2016-01-24,38439.84,7376.66,46,0.016666666666666666,6,19.190142310686
2016-01-25,55670.32,12681.85,71,0.025,8,22.780271426497997
2016-01-26,23749.739999999998,-1303.65,35,0.049999999999999996,6,-5.489112722918231
2016-01-27,15779.279999999999,-209.99,20,0.05,4,-1.3307958284535164
2016-01-28,48750.17,12787.76,50,0.016666666666666666,6,26.231211091161327
2016-01-29,70628.41,4860.17,83,0.045454545454545456,11,6.881324384904035
2016-01-30,71801.39,1795.12,100,0.031818181818181815,11,2.50011873029199
2016-01-31,44006.39,5570.24,61,0.042857142857142864,7,12.657798106138676
2016-02-01,38774.649999999994,5122.47,46,0.0,7,13.210873599116951
2016-02-02,57092.24,-378.78999999999996,67,0.02,10,-0.6634702019048473
2016-02-03,18095.11,538.9999999999999,29,0.05,4,2.978705296624336
2016-02-04,39553.020000000004,759.1300000000001,47,0.03333333333333333,6,1.9192719038900192
2016-02-05,21482.4,-1331.3799999999999,41,0.042857142857142864,7,-6.1975384500800645
2016-02-06,48294.26,2346.3,43,0.05000000000000001,6,4.858341343256942
2016-02-07,24084.19,6360.280000000001,26,0.06,5,26.40852775202322
2016-02-08,36474.87,4145.12,36,0.04,5,11.364317405380744
2016-02-09,42757.26,-560.8999999999999,38,0.12,5,-1.3118240036896653
2016-02-10,50864.79,5982.48,66,0.075,8,11.761534845617174
2016-02-11,29904.13,5076.28,44,0.0,7,16.97518035134277
2016-02-12,41307.42,2989.93,64,0.06363636363636363,11,7.238239522100387
2016-02-13,42720.93,-1757.94,71,0.01,10,-4.114938509063356
2016-02-14,16369.789999999999,-444.5300000000001,28,0.11249999999999999,4,-2.715551024173188
2016-02-15,39126.19,3159.19,36,0.0,4,8.074361444342012
2016-02-16,79150.36,2843.8099999999995,75,0.061111111111111116,9,3.592921118741595
2016-02-17,56995.93,1746.0799999999997,73,0.05909090909090909,11,3.0635169914764084
2016-02-18,39950.86,-4260.910000000001,50,0.0,9,-10.66537741615575
2016-02-19,484.95,-80.15,3,0.1,1,-16.52747705949067
2016-02-20,10737.61,-675.4,23,0.05,5,-6.290040334860364
2016-02-21,32880.28,-2285.4,25,0.06999999999999999,5,-6.95067073638059
2016-02-22,13833.22,1965.96,44,0.08333333333333333,6,14.21187547078699
2016-02-23,13162.85,1646.64,41,0.07857142857142858,7,12.509752827085322
2016-02-24,57382.600000000006,2015.7799999999997,105,0.028571428571428574,14,3.512876725697336
2016-02-25,85253.89,364.05999999999995,104,0.049999999999999996,13,0.4270303677638638
2016-02-26,24739.670000000002,582.81,37,0.1416666666666667,6,2.35577111578287
2016-02-27,71446.09,4341.860000000001,57,0.01875,8,6.077113527136336
2016-02-28,57962.85,8900.36,61,0.014285714285714287,7,15.355283599753983
2016-02-29,62092.97,-2403.67,64,0.05,8,-3.8710823463590165
2016-03-01,58949.28,5448.34,68,0.03,10,9.242419924382453
2016-03-02,78948.78,-833.4800000000004,93,0.09166666666666667,12,-1.0557224570158024
2016-03-03,53578.05,178.79999999999927,47,0.02142857142857143,7,0.33371875236220666
2016-03-04,19037.52,-4308.99,14,0.0,2,-22.63419815186011
2016-03-05,53952.37,4595.98,68,0.031818181818181815,11,8.518587784002815
2016-03-06,70484.20999999999,-4474.09,64,0.042857142857142864,7,-6.347648643575633
2016-03-07,30930.010000000002,-6258.17,20,0.03333333333333333,3,-20.233326791682252
2016-03-08,54596.350000000006,9882.449999999999,80,0.0,10,18.100935318936152
2016-03-09,16377.66,-2478.98,39,0.05000000000000001,6,-15.13635036995517
2016-03-10,187840.87,4554.74,105,0.06363636363636363,11,2.424786469526041
2016-03-11,246.41,-51.28,12,0.0,2,-20.81084371575829
2016-03-12,69764.53,1254.3600000000006,63,0.05625,8,1.7979910421527967
2016-03-13,16403.61,2181.25,37,0.02,5,13.297377833294014
2016-03-14,20032.87,-475.7600000000001,27,0.016666666666666666,6,-2.3748968570154956
2016-03-15,29264.2,4110.52,56,0.05555555555555555,9,14.046240799338442
2016-03-16,35716.55,4731.1900000000005,67,0.11666666666666665,6,13.246492172396271
2016-03-17,53095.39,8489.619999999999,79,0.05555555555555555,9,15.989373088699413
2016-03-18,57445.87,5866.990000000001,52,0.1125,8,10.2130753699091
2016-03-19,43182.37,8505.03,67,0.07777777777777778,9,19.695607258239882
2016-03-20,54247.62,-5408.88,78,0.025,10,-9.970723139558933
2016-03-21,69079.0,-1472.48,94,0.07916666666666666,12,-2.131588471170689
2016-03-22,46673.92,11096.369999999999,72,0.0,9,23.774240518045193
2016-03-23,40005.5,5676.34,65,0.042857142857142864,7,14.188899026383872
2016-03-24,23574.21,2310.42,55,0.11818181818181818,11,9.80062534439118
2016-03-25,109804.20000000001,1152.8000000000002,46,0.08571428571428572,7,1.0498687664041995
2016-03-26,47981.07,4339.4800000000005,57,0.011111111111111112,9,9.044150120036925
2016-03-27,67204.73,11889.539999999999,47,0.12142857142857143,7,17.691522605626123
2016-03-28,40893.979999999996,1075.4199999999998,61,0.045,10,2.6297758251948085
2016-03-29,13849.82,-2013.18,17,0.05,4,-14.535784580593827
2016-03-30,50170.94,-5394.7300000000005,56,0.041666666666666664,12,-10.752698673774102
2016-03-31,42241.68,2474.2,47,0.09999999999999999,7,5.8572481018747355
2016-04-01,6655.62,274.46999999999997,28,0.07500000000000001,4,4.123883274585989
2016-04-02,31441.94,-2802.5700000000006,63,0.022222222222222223,9,-8.91347671295092
2016-04-03,60898.79,7330.27,79,0.07777777777777778,9,12.036807299455376
2016-04-04,29134.989999999998,6187.91,40,0.03571428571428571,7,21.238757933330337
2016-04-05,33920.119999999995,1159.9800000000002,55,0.09166666666666667,6,3.4197402603528535
2016-04-06,38589.659999999996,-3897.54,36,0.05833333333333333,6,-10.0999594191812
2016-04-07,27319.97,4063.2599999999998,29,0.1375,4,14.872856741789978
2016-04-08,25370.54,-206.79999999999995,37,0.075,4,-0.8151186376009337
2016-04-09,30934.25,3767.97,37,0.025,4,12.180576545414871
2016-04-10,56550.69,7055.58,65,0.037500000000000006,8,12.476558641459548
2016-04-11,81676.20999999999,-2601.1900000000014,55,0.05,9,-3.184758450471688
2016-04-12,31562.059999999998,3908.77,50,0.06000000000000001,5,12.38439442799361
2016-04-13,27430.98,-4326.400000000001,53,0.024999999999999998,6,-15.771948359118051
2016-04-14,7561.22,473.12,19,0.06666666666666667,3,6.257191299816696
2016-04-15,24148.92,324.87,48,0.10833333333333334,6,1.3452775527849694
2016-04-16,73850.22,10697.71,67,0.03333333333333333,9,14.485684673654323
2016-04-17,50511.340000000004,661.2500000000001,60,0.08124999999999999,8,1.3091119736676955
2016-04-18,66690.55,-941.1700000000001,117,0.02307692307692308,13,-1.4112494198953225
2016-04-19,48253.87,-2948.7599999999998,73,0.011111111111111112,9,-6.110929548241415
2016-04-20,1836.1,469.41,5,0.1,1,25.565601002124072
2016-04-21,46754.56,2055.16,74,0.04375,8,4.39563542037397
2016-04-22,57069.37,627.0899999999999,70,0.025,8,1.098820610775973
2016-04-23,62110.61,7650.44,84,0.04583333333333334,12,12.317444636270679
2016-04-24,17953.38,1378.98,32,0.0,4,7.680893514201783
2016-04-25,40413.85,9494.69,47,0.12142857142857143,7,23.49365378453179
2016-04-26,79776.14,5417.660000000001,97,0.06785714285714285,14,6.791078134389557
2016-04-27,43288.83,3964.0699999999997,45,0.15,5,9.157258350479788
2016-04-28,31438.78,446.29999999999995,66,0.05,9,1.4195843477386845
2016-04-29,21587.28,2157.9500000000003,34,0.07500000000000001,4,9.996396025807792
2016-04-30,35114.11,1512.02,34,0.1375,4,4.306018292931246
2016-05-01,7814.89,1003.31,25,0.03333333333333333,3,12.838440464293162
2016-05-02,17595.1,3147.08,46,0.049999999999999996,6,17.88611602093765
2016-05-03,22813.309999999998,-2684.2599999999998,55,0.05714285714285715,7,-11.766201397342165
2016-05-04,20151.059999999998,6699.95,16,0.03333333333333333,3,33.24862314935294
2016-05-05,61132.729999999996,4563.290000000001,74,0.05,8,7.464561127893359
2016-05-06,10574.97,-648.3899999999999,25,0.0,5,-6.131364911673508
2016-05-07,60805.1,433.96000000000004,71,0.075,8,0.7136901345446354
2016-05-08,22954.059999999998,-1327.3400000000001,57,0.05625,8,-5.782593580394929
2016-05-09,20901.43,4019.3100000000004,37,0.041666666666666664,6,19.229832599970432
2016-05-10,4652.639999999999,925.6800000000001,9,0.06666666666666667,3,19.895801093572686
2016-05-11,33657.97,494.1400000000001,34,0.0375,4,1.4681218148331585
2016-05-12,44093.51,9662.31,56,0.075,8,21.913224871415316
2016-05-13,13244.83,-2021.9,24,0.10000000000000002,3,-15.265579097655463
2016-05-14,128779.20000000001,1640.3799999999992,84,0.03888888888888889,9,1.2737926621690452
2016-05-15,3160.7400000000002,-114.97999999999999,9,0.1,2,-3.6377557154337268
2016-05-16,17285.36,685.1999999999998,32,0.05,4,3.964048188756264
2016-05-17,21304.93,4544.9,47,0.03333333333333333,6,21.332621135108162
2016-05-18,39888.399999999994,1708.4299999999998,50,0.028571428571428574,7,4.2830246387420905
2016-05-19,15992.07,439.85,36,0.03571428571428571,7,2.750425679727515
2016-05-20,13478.130000000001,4208.55,44,0.014285714285714287,7,31.225028991410532
2016-05-21,38480.76,5680.679999999999,75,0.08888888888888889,9,14.76239034779978
2016-05-22,176654.49000000002,1535.4,58,0.10833333333333334,6,0.8691542456690458
2016-05-23,74444.46,2957.6700000000005,91,0.034999999999999996,10,3.972988722062058
2016-05-24,22347.54,-478.02999999999975,44,0.0625,8,-2.139072130534277
2016-05-25,39631.35,-4691.4,45,0.09,5,-11.837598265009897
2016-05-26,90414.55,1274.8,58,0.02142857142857143,7,1.4099500578170217
2016-05-27,53539.32,3344.92,63,0.07777777777777778,9,6.247595225340928
2016-05-28,11020.810000000001,1043.3400000000001,20,0.06666666666666667,3,9.466999249601436
2016-05-29,77264.36,324.5699999999997,68,0.045,10,0.4200772516591087
2016-05-30,37792.41,749.1199999999999,37,0.09,5,1.9821969543619997
2016-05-31,73178.55,-6914.58,79,0.07142857142857142,7,-9.448916383284446
2016-06-01,42164.34,-875.0300000000001,93,0.07142857142857142,14,-2.0752844702419155
2016-06-02,56370.7,-1228.2000000000003,89,0.044444444444444446,9,-2.1787914643600317
2016-06-03,54876.68,6721.450000000001,62,0.05714285714285714,7,12.248281054903469
2016-06-04,23855.77,3173.95,48,0.041666666666666664,6,13.304747656436996
2016-06-05,99757.68,10647.9,104,0.06818181818181818,11,10.67376466653996
2016-06-06,13017.5,1322.1299999999999,28,0.025,4,10.156558478970616
2016-06-07,9600.92,-548.6,20,0.03333333333333333,3,-5.714035738241751
2016-06-08,68156.09,1830.3699999999994,62,0.0125,8,2.6855560522911444
2016-06-09,65077.21,3242.1900000000005,49,0.042857142857142864,7,4.982066686632694
2016-06-10,51994.42,-8292.93,62,0.12142857142857143,7,-15.949653828237723
2016-06-11,42312.87,5203.1900000000005,39,0.024999999999999998,6,12.296944168523668
2016-06-12,25231.670000000002,978.4599999999999,38,0.03333333333333333,6,3.8779042370164154
2016-06-13,34170.12,4276.21,50,0.02,5,12.514471708030289
2016-06-14,51754.09,9342.46,67,0.04,10,18.0516361122377
2016-06-15,83124.9,784.4099999999999,108,0.08076923076923077,13,0.9436522630403164
2016-06-16,37020.479999999996,6237.42,61,0.06875,8,16.848565982937014
2016-06-17,44166.14,-754.94,67,0.045,10,-1.7093184960243302
2016-06-18,5792.43,-456.42,17,0.0,3,-7.879594574297834
2016-06-19,63765.32,6306.8099999999995,52,0.05714285714285715,7,9.890658433142027
2016-06-20,20313.149999999998,1259.52,48,0.09,5,6.200515429660097
2016-06-21,43463.4,2519.26,48,0.028571428571428574,7,5.796279168219698
2016-06-22,42987.35,-8541.66,58,0.05833333333333333,6,-19.870171108477262
2016-06-23,56275.22,-3094.290000000001,67,0.07857142857142858,7,-5.4984947193453895
2016-06-24,28218.94,2709.2000000000003,42,0.03,5,9.60064410640513
2016-06-25,157090.84,3131.449999999999,105,0.05714285714285715,14,1.993400760986445
2016-06-26,57379.07,4573.379999999999,54,0.05833333333333333,6,7.970467280142392
2016-06-27,32733.13,-2561.67,57,0.01875,8,-7.825924376923318
2016-06-28,118815.28,9426.24,77,0.03888888888888889,9,7.933525048293452
2016-06-29,4314.12,-1017.92,11,0.1,1,-23.59507848645842
2016-06-30,40735.83,-1288.9099999999999,78,0.05555555555555555,9,-3.164069567258111
2016-07-01,82075.31,10147.7,66,0.037500000000000006,8,12.36388872609802
2016-07-02,1087.02,356.64,7,0.0,3,32.80896395650494
2016-07-03,11116.830000000002,-1232.8400000000001,20,0.0,3,-11.089852053148244
2016-07-04,4230.1900000000005,1134.47,10,0.06666666666666667,3,26.818417139655665
2016-07-05,24174.280000000002,2371.47,50,0.06874999999999999,8,9.809888857082816
2016-07-06,79052.63,333.29999999999956,65,0.0375,8,0.4216178512972934
2016-07-07,30299.36,944.6000000000001,55,0.011111111111111112,9,3.1175575985763397
2016-07-08,33830.55,-4082.3999999999996,41,0.016666666666666666,6,-12.067199616914296
2016-07-09,28430.59,4634.72,26,0.0,3,16.301877660646507
2016-07-10,26750.97,536.32,21,0.15000000000000002,2,2.004861879774827
2016-07-11,29337.809999999998,-1638.68,62,0.027777777777777776,9,-5.5855566587962775
2016-07-12,35748.1,1740.0100000000002,57,0.049999999999999996,8,4.867419527191656
2016-07-13,60411.34,10419.04,70,0.08181818181818182,11,17.24682816173255
2016-07-14,47191.159999999996,-671.2799999999999,57,0.0,8,-1.4224698015475779
2016-07-15,54352.75,8506.880000000001,78,0.09,10,15.651241197547506
2016-07-16,22573.37,-1930.5499999999997,42,0.06,5,-8.552334011270801
2016-07-17,61288.409999999996,1659.2400000000002,81,0.0625,8,2.7072655335649927
2016-07-18,45878.34,-1840.94,46,0.025,4,-4.012656081279315
2016-07-19,82122.77,6652.179999999999,82,0.10454545454545454,11,8.100286924077206
2016-07-20,65820.29,9400.13,39,0.08,5,14.281508027387908
2016-07-21,44656.16,5953.429999999999,33,0.1,4,13.331710563559426
2016-07-22,44573.07,2323.5,84,0.03888888888888889,9,5.212788798258679
2016-07-23,36051.38,-1264.5300000000002,54,0.049999999999999996,7,-3.507577241148606
2016-07-24,33792.53,-1828.53,48,0.049999999999999996,9,-5.411047944619713
2016-07-25,61728.770000000004,-236.22999999999968,99,0.018181818181818184,11,-0.3826902755392658
2016-07-26,12065.439999999999,-215.41999999999993,43,0.0,7,-1.7854301210730812
2016-07-27,61878.310000000005,1332.1400000000008,63,0.13333333333333333,6,2.1528383693736957
2016-07-28,34522.28,6805.120000000001,64,0.05625,8,19.712255389852583
2016-07-29,198126.11000000002,8936.91,60,0.04,10,4.5107179462616
2016-07-30,100961.81999999999,2665.7799999999997,17,0.05,2,2.640384256147522
2016-07-31,50810.22,5817.9,61,0.03333333333333333,9,11.450255480098294
2016-08-01,30932.73,-1687.91,30,0.025,4,-5.456712032853227
2016-08-02,34066.25,-1646.8999999999999,47,0.06000000000000001,5,-4.834403551902542
2016-08-03,68529.17,2437.3500000000004,68,0.10500000000000001,10,3.556660616201831
2016-08-04,27589.9,-2179.49,52,0.08571428571428572,7,-7.899593691894497
2016-08-05,44170.25,2562.5099999999998,82,0.05,13,5.801438751195658
2016-08-06,51463.060000000005,3104.77,54,0.125,8,6.0330069762660825
2016-08-07,44630.83,3624.68,66,0.07142857142857142,7,8.121471189310169
2016-08-08,36754.509999999995,9082.150000000001,38,0.125,4,24.71030085831644
2016-08-09,37844.54,3657.41,68,0.03125,8,9.664300319147754
2016-08-10,27243.81,894.1600000000001,37,0.09166666666666667,6,3.282066641927102
2016-08-11,68481.47,6873.360000000001,66,0.05454545454545454,11,10.036817258741673
2016-08-12,6206.789999999999,106.13,47,0.0,6,1.7099015755326024
2016-08-13,34786.52,-1980.5899999999997,61,0.07142857142857142,7,-5.693556009626717
2016-08-14,13287.31,2671.16,27,0.06666666666666667,3,20.103090843820155
2016-08-15,44998.82,7926.789999999999,81,0.04444444444444444,9,17.615550807776735
2016-08-16,4025.34,-144.49000000000007,5,0.05,2,-3.5895104512910727
2016-08-17,36596.94,-2474.87,38,0.042857142857142864,7,-6.7625052804961285
2016-08-18,52756.76,8949.720000000001,73,0.05454545454545454,11,16.964119858763123
2016-08-19,20444.690000000002,2938.5099999999998,34,0.09999999999999999,6,14.372974107213166
2016-08-20,54526.16,-1381.5900000000001,69,0.027777777777777776,9,-2.5338112935148924
2016-08-21,42975.95,5650.72,51,0.09999999999999999,6,13.148563324370958
2016-08-22,13416.050000000001,2690.37,33,0.0,5,20.053368912608402
2016-08-23,17143.07,-1059.8200000000002,24,0.05,5,-6.182206570935079
2016-08-24,53491.94,-5353.24,54,0.049999999999999996,7,-10.00756375633413
2016-08-25,33211.43,6017.99,61,0.065,10,18.12023752063672
2016-08-26,7418.42,-554.62,34,0.0,3,-7.476255051614765
2016-08-27,21559.77,402.85,26,0.1,4,1.8685264267661483
2016-08-28,50557.28,123.87999999999968,40,0.04,5,0.2450290047249371
2016-08-29,17143.719999999998,3794.12,43,0.08333333333333333,6,22.13125272694608
2016-08-30,5471.38,-924.0699999999999,16,0.0,3,-16.889157762758206
2016-08-31,25694.07,-873.43,63,0.044444444444444446,9,-3.3993446736931907
2016-09-01,15213.42,-242.03000000000003,50,0.049999999999999996,7,-1.5908980360760434
2016-09-02,54377.58,-5127.450000000001,76,0.04090909090909091,11,-9.429345697252435
2016-09-03,21280.62,-1060.3200000000002,51,0.041666666666666664,6,-4.982561598299299
2016-09-04,84036.99,-15492.8,69,0.04375,8,-18.435691235490463
2016-09-05,28877.42,-4960.08,55,0.03333333333333333,6,-17.176326694005216
2016-09-06,15188.78,2155.51,36,0.0,6,14.191462382100472
2016-09-07,19969.23,-127.99000000000001,78,0.041666666666666664,12,-0.6409360801593252
2016-09-08,64350.76,-460.3900000000003,69,0.04,10,-0.715438325825523
2016-09-09,59882.33,-3212.2299999999996,57,0.05,10,-5.364236829128057
2016-09-10,61362.62,4618.110000000001,66,0.06875,8,7.525933540647385
2016-09-11,18553.26,2264.1,46,0.028571428571428574,7,12.203246221957759
2016-09-12,43157.03,2538.9300000000003,40,0.12,5,5.883004460686939
2016-09-13,7441.59,877.6700000000001,27,0.03333333333333333,3,11.79411926752213
2016-09-14,29135.7,-1318.25,49,0.05,8,-4.5245180311439235
2016-09-15,15289.18,3716.8900000000003,14,0.0,2,24.310590888458375
2016-09-16,60358.880000000005,11246.98,79,0.07222222222222223,9,18.633513411779674
2016-09-17,50156.09,-420.54999999999995,93,0.05,11,-0.8384824255638748
2016-09-18,40297.159999999996,1293.6,61,0.08636363636363636,11,3.210151782408487
2016-09-19,31626.449999999997,-907.2399999999999,49,0.05,8,-2.86861155773095
2016-09-20,27577.57,2679.62,34,0.06000000000000001,5,9.716664666248693
2016-09-21,7236.389999999999,1627.63,10,0.0,2,22.492292427577844
2016-09-22,40697.33,7771.200000000001,45,0.03333333333333333,6,19.095110170618074
2016-09-23,40006.16,968.16,58,0.022222222222222223,9,2.4200273157933676
2016-09-24,105356.17,924.21,39,0.09166666666666667,6,0.8772243713870769
2016-09-25,73176.62,8533.79,49,0.05625,8,11.661907860734756
2016-09-26,2431.63,286.49,2,0.1,2,11.781808910072668
2016-09-27,25977.16,-1450.51,49,0.03333333333333333,6,-5.5837897599275665
2016-09-28,11898.52,-56.83000000000004,37,0.016666666666666666,6,-0.47762242699092017
2016-09-29,34628.59,-3414.2,58,0.042857142857142864,7,-9.859483161168273
2016-09-30,35960.36,-259.73999999999995,38,0.0625,4,-0.7222953274105153
2016-10-01,9190.3,-1160.98,17,0.06666666666666667,3,-12.632667051129998
2016-10-02,1235.76,-127.75,12,0.0,2,-10.337767851362724
2016-10-03,39321.88,-657.3399999999999,52,0.06666666666666667,9,-1.6716901633390875
2016-10-04,55621.869999999995,10855.29,45,0.028571428571428574,7,19.516226261360867
2016-10-05,51128.59,-2535.28,81,0.02727272727272728,11,-4.958634689515202
2016-10-06,26602.82,4118.929999999999,37,0.06666666666666667,3,15.483057811164377
2016-10-07,17278.59,1909.78,25,0.09,5,11.052869476039422
2016-10-08,10770.09,-2024.41,43,0.075,4,-18.796593157531646
2016-10-09,85674.07,5805.829999999999,72,0.03125,8,6.77664782354801
2016-10-10,25574.22,3065.27,43,0.03333333333333333,6,11.985780993516126
2016-10-11,32449.06,2700.6099999999997,39,0.02,5,8.32261396786224
2016-10-12,22635.52,3034.67,49,0.09166666666666667,6,13.406672345057679
2016-10-13,44229.66,9047.05,91,0.0,12,20.454712968627835
2016-10-14,19010.28,1964.3200000000002,45,0.04,5,10.332935653762071
2016-10-15,64001.78999999999,10929.93,55,0.09999999999999999,6,17.07753798760941
2016-10-16,23971.059999999998,1674.0700000000002,61,0.025,8,6.9837128604241965
2016-10-17,58165.06,7737.0,62,0.075,8,13.301800084105475
2016-10-18,6729.8,2072.29,37,0.07500000000000001,4,30.792742726381167
2016-10-19,82816.25,9225.85,89,0.05,9,11.140144597225786
2016-10-20,45090.11,6026.179999999999,92,0.075,10,13.36474894383713
2016-10-21,39457.7,-5666.91,42,0.02142857142857143,7,-14.361987647531407
2016-10-22,36720.42,-2583.2299999999996,51,0.05000000000000001,6,-7.034859623065312
2016-10-23,35179.18,3800.47,42,0.09999999999999999,7,10.803179607938558
2016-10-24,21347.489999999998,2193.71,39,0.09166666666666667,6,10.276196405291676
2016-10-25,75248.58,6840.889999999999,65,0.05714285714285714,7,9.091055273069603
2016-10-26,59637.490000000005,-343.4999999999999,77,0.08499999999999999,10,-0.575979975012362
2016-10-27,18304.37,-1332.44,37,0.08571428571428572,7,-7.2793546022070155
2016-10-28,45395.619999999995,7990.95,35,0.05,5,17.602909708029102
2016-10-29,51539.93,2994.87,48,0.025,8,5.8107762272863
2016-10-30,42647.96,5063.75,66,0.028571428571428574,7,11.87336979306865
2016-10-31,26107.19,3486.88,39,0.12,5,13.356014186130336
2016-11-01,36105.97,3729.37,69,0.095,10,10.328956679463257
2016-11-02,82888.65000000001,7730.6900000000005,64,0.024999999999999998,6,9.32659658469525
2016-11-03,22629.67,-220.5099999999993,33,0.06,5,-0.9744287035559924
2016-11-04,51267.04,2733.86,47,0.03333333333333333,6,5.332587955146231
2016-11-05,16285.66,1092.77,39,0.0375,4,6.710013594782158
2016-11-06,69191.58,-2040.5100000000002,113,0.04,15,-2.949072705089261
2016-11-07,28723.43,3930.7599999999998,35,0.025,4,13.684855882462504
2016-11-08,8512.57,882.81,22,0.10000000000000002,3,10.370663618625162
2016-11-09,56054.31,12894.509999999998,55,0.0125,8,23.003601328782743
2016-11-10,63622.95,-2262.6299999999997,63,0.014285714285714287,7,-3.5563110481359317
2016-11-11,62230.21,280.40999999999985,59,0.05,8,0.4506010826574422
2016-11-12,104756.17,9689.869999999999,87,0.027777777777777776,9,9.249927713088404
2016-11-13,61486.8,11005.07,76,0.02,10,17.898264342915876
2016-11-14,26244.9,1353.86,42,0.03333333333333334,9,5.158564140080548
2016-11-15,27569.63,7978.23,24,0.0,3,28.93847324030101
2016-11-16,47924.4,8740.42,62,0.08333333333333333,9,18.237933077931075
2016-11-17,42139.96,4325.84,55,0.0125,8,10.26541078823995
2016-11-18,16946.57,-680.45,53,0.028571428571428574,7,-4.015266806203262
2016-11-19,78436.64,5170.4,95,0.05,10,6.591817293550564
2016-11-20,33374.88,4008.64,70,0.03571428571428571,7,12.010949552477793
2016-11-21,56803.3,6913.52,50,0.014285714285714287,7,12.170983023873614
2016-11-22,79830.24,2727.96,104,0.03636363636363637,11,3.4172013011610636
2016-11-23,77958.81,20984.789999999997,59,0.05833333333333333,6,26.917791587634543
2016-11-24,30900.9,844.5199999999998,40,0.09166666666666667,6,2.7329948318657373
2016-11-25,56227.81,2976.38,64,0.0625,12,5.293430421707693
2016-11-26,51146.770000000004,-4194.400000000001,68,0.0875,8,-8.200713358829894
2016-11-27,24712.46,390.5900000000003,56,0.011111111111111112,9,1.5805387241901467
2016-11-28,11101.74,1554.52,17,0.0875,4,14.002489699812823
2016-11-29,29296.82,6996.95,50,0.08333333333333333,6,23.88296750295766
2016-11-30,43742.75,-4333.610000000001,51,0.049999999999999996,6,-9.907036023112404
2016-12-01,33002.48,1118.08,44,0.016666666666666666,6,3.387866608812428
2016-12-02,63380.880000000005,14020.75,56,0.06000000000000001,5,22.12141895158287
2016-12-03,37373.71,-1827.15,53,0.08571428571428572,7,-4.88886439157365
2016-12-04,21363.79,-2458.17,17,0.03333333333333333,3,-11.506244912536587
2016-12-05,17857.74,1783.6,54,0.03571428571428571,7,9.987826007098322
2016-12-06,15913.310000000001,-340.0,31,0.0625,4,-2.136576237124771
2016-12-07,23504.699999999997,5341.639999999999,40,0.024999999999999998,6,22.725837811161174
2016-12-08,31067.64,1565.8799999999999,60,0.05000000000000001,6,5.040228353360603
2016-12-09,79355.72,12959.19,75,0.0375,8,16.330505223820037
2016-12-10,56143.2,3952.2599999999993,94,0.060714285714285714,14,7.0396058650023505
2016-12-11,78817.78,4669.92,101,0.04,10,5.924957541306036
2016-12-12,12913.550000000001,-647.48,17,0.1375,4,-5.013958206689872
2016-12-13,11543.17,1452.9200000000003,36,0.0375,4,12.586837064688472
2016-12-14,78234.54000000001,1368.12,113,0.08928571428571429,14,1.7487416683219454
